FILE_NAME,FIELD_NAME,GOLD,EXTRACTED,RESULT,REASON
invoice106.html,email,kylie.reynolds@gmail.com,kylie.reynolds@gmail.com,TP,EXTRACT_MODEL
invoice106.html,invoice_date,04/13/2005,"April 13, 2005","FP,FN",FAIL_MODEL
invoice108.html,product,Awesome Marble Hat,Awesome Marble Hat,TP,EXTRACT_MODEL
invoice108.html,product,Practical Leather Bench,Practical Leather Bench,TP,EXTRACT_MODEL
invoice108.html,product,Gorgeous Copper Bottle,Gorgeous Copper Bottle,TP,EXTRACT_MODEL
invoice108.html,product,Synergistic Silk Bottle,Synergistic Silk Bottle,TP,EXTRACT_MODEL
invoice108.html,product,Lightweight Granite Keyboard,Lightweight Granite Keyboard,TP,EXTRACT_MODEL
invoice108.html,product,Gorgeous Plastic Shoes,Gorgeous Plastic Shoes,TP,EXTRACT_MODEL
invoice108.html,quantity,18.00,18.00,TP,EXTRACT_RULES
invoice108.html,quantity,47.00,47.00,TP,EXTRACT_RULES
invoice108.html,quantity,2.00,2.00,TP,EXTRACT_RULES
invoice108.html,quantity,3.00,3.00,TP,EXTRACT_RULES
invoice108.html,quantity,5.00,5.00,TP,EXTRACT_RULES
invoice108.html,quantity,7.00,7.00,TP,EXTRACT_RULES
invoice108.html,total_amount,21833.92,21833.92,TP,EXTRACT_RULES
invoice108.html,price,60.13,60.13,TP,EXTRACT_MODEL
invoice108.html,price,179.47,179.47,TP,EXTRACT_MODEL
invoice108.html,price,412.94,412.94,TP,EXTRACT_MODEL
invoice108.html,price,365.14,365.14,TP,EXTRACT_MODEL
invoice108.html,price,280.02,280.02,TP,EXTRACT_MODEL
invoice108.html,price,174.39,174.39,TP,EXTRACT_MODEL
invoice108.html,supplier_name,Murray Inc,Murray Inc,TP,EXTRACT_MODEL
invoice108.html,invoice_number,6065016110,6065016110,TP,EXTRACT_MODEL
invoice108.html,email,donald.anderson@gmail.com,donald.anderson@gmail.com,TP,EXTRACT_MODEL
invoice108.html,invoice_date,02/17/2001,"February 17, 2001","FP,FN",FAIL_MODEL
invoice113.html,product,Awesome Paper Shirt,Awesome Paper Shirt,TP,EXTRACT_MODEL
invoice113.html,product,Heavy Duty Copper Table,Heavy Duty Copper Table,TP,EXTRACT_MODEL
invoice113.html,product,Small Rubber Knife,Small Rubber Knife,TP,EXTRACT_MODEL
invoice113.html,product,Mediocre Concrete Coat,Mediocre Concrete Coat,TP,EXTRACT_MODEL
invoice113.html,product,Enormous Rubber Car,Enormous Rubber Car,TP,EXTRACT_MODEL
invoice113.html,quantity,41.00,41.00,TP,EXTRACT_RULES
invoice113.html,quantity,33.00,33.00,TP,EXTRACT_RULES
invoice113.html,quantity,27.00,27.00,TP,EXTRACT_RULES
invoice113.html,quantity,11.00,11.00,TP,EXTRACT_RULES
invoice113.html,quantity,42.00,42.00,TP,EXTRACT_RULES
invoice113.html,total_amount,28274.11,28274.11,TP,EXTRACT_RULES
invoice113.html,price,214.17,214.17,TP,EXTRACT_MODEL
invoice113.html,price,150.81,150.81,TP,EXTRACT_MODEL
invoice113.html,price,186.74,186.74,TP,EXTRACT_MODEL
invoice113.html,price,89.47,89.47,TP,EXTRACT_MODEL
invoice113.html,price,164.36,164.36,TP,EXTRACT_MODEL
invoice113.html,supplier_name,Rempel Group,Rempel Group,TP,EXTRACT_MODEL
invoice113.html,invoice_number,0156315916,0156315916,TP,EXTRACT_MODEL
invoice113.html,email,cory.beahan@yahoo.com,cory.beahan@yahoo.com,TP,EXTRACT_MODEL
invoice113.html,invoice_date,01/06/1986,"January 06, 1986","FP,FN",FAIL_MODEL
invoice116.html,product,Intelligent Marble Car,Intelligent Marble Car,TP,EXTRACT_MODEL
invoice116.html,product,Aerodynamic Leather Computer,Aerodynamic Leather Computer,TP,EXTRACT_MODEL
invoice116.html,quantity,25.00,25.00,TP,EXTRACT_RULES
invoice116.html,quantity,23.00,23.00,TP,EXTRACT_RULES
invoice116.html,total_amount,13023.97,13023.97,TP,EXTRACT_RULES
invoice116.html,price,185.99,185.99,TP,EXTRACT_MODEL
invoice116.html,price,269.72,269.72,TP,EXTRACT_MODEL
invoice116.html,supplier_name,Rau Group,Rau Group,TP,EXTRACT_MODEL
invoice116.html,invoice_number,0530052618,0530052618,TP,EXTRACT_MODEL
invoice116.html,email,caitlyn.hansen@yahoo.com,caitlyn.hansen@yahoo.com,TP,EXTRACT_MODEL
invoice116.html,invoice_date,09/26/2014,"September 26, 2014","FP,FN",FAIL_MODEL
invoice118.html,product,Awesome Aluminum Clock,Awesome Aluminum Clock,TP,EXTRACT_MODEL
invoice118.html,product,Mediocre Copper Wallet,Mediocre Copper Wallet,TP,EXTRACT_MODEL
invoice118.html,product,Ergonomic Wool Wallet,Ergonomic Wool Wallet,TP,EXTRACT_MODEL
invoice118.html,product,Awesome Silk Pants,Awesome Silk Pants,TP,EXTRACT_MODEL
invoice118.html,product,Mediocre Silk Knife,Mediocre Silk Knife,TP,EXTRACT_MODEL
invoice118.html,product,Synergistic Leather Table,Synergistic Leather Table,TP,EXTRACT_MODEL
invoice118.html,product,Practical Steel Table,Practical Steel Table,TP,EXTRACT_MODEL
invoice118.html,product,Aerodynamic Marble Lamp,Aerodynamic Marble Lamp,TP,EXTRACT_MODEL
invoice118.html,quantity,26.00,26.00,TP,EXTRACT_RULES
invoice118.html,quantity,52.00,52.00,TP,EXTRACT_RULES
invoice118.html,quantity,34.00,34.00,TP,EXTRACT_RULES
invoice118.html,quantity,24.00,24.00,TP,EXTRACT_RULES
invoice118.html,quantity,38.00,38.00,TP,EXTRACT_RULES
invoice118.html,quantity,46.00,46.00,TP,EXTRACT_RULES
invoice118.html,quantity,29.00,29.00,TP,EXTRACT_RULES
invoice118.html,quantity,13.00,13.00,TP,EXTRACT_RULES
invoice118.html,total_amount,91194.11,91194.11,TP,EXTRACT_RULES
invoice118.html,price,278.27,278.27,TP,EXTRACT_MODEL
invoice118.html,price,494.91,494.91,TP,EXTRACT_MODEL
invoice118.html,price,162.85,162.85,TP,EXTRACT_MODEL
invoice118.html,price,249.18,249.18,TP,EXTRACT_MODEL
invoice118.html,price,496.33,496.33,TP,EXTRACT_MODEL
invoice118.html,price,91.65,91.65,TP,EXTRACT_MODEL
invoice118.html,price,285.41,285.41,TP,EXTRACT_MODEL
invoice118.html,price,194.86,194.86,TP,EXTRACT_MODEL
invoice118.html,supplier_name,Krajcik and Sons,Krajcik and Sons,TP,EXTRACT_MODEL
invoice118.html,invoice_number,7328351196,7328351196,TP,EXTRACT_MODEL
invoice118.html,email,kenna.gleichner@yahoo.com,kenna.gleichner@yahoo.com,TP,EXTRACT_MODEL
invoice118.html,invoice_date,07/13/1985,"July 13, 1985","FP,FN",FAIL_MODEL
invoice122.html,product,Small Cotton Computer,Small Cotton Computer,TP,EXTRACT_MODEL
invoice122.html,product,Intelligent Steel Keyboard,Intelligent Steel Keyboard,TP,EXTRACT_MODEL
invoice122.html,product,Mediocre Concrete Hat,Mediocre Concrete Hat,TP,EXTRACT_MODEL
invoice122.html,quantity,3.00,3.00,TP,EXTRACT_RULES
invoice122.html,quantity,19.00,19.00,TP,EXTRACT_RULES
invoice122.html,quantity,1.00,1.00,TP,EXTRACT_RULES
invoice122.html,total_amount,12343.01,12343.01,TP,EXTRACT_RULES
invoice122.html,price,422.76,422.76,TP,EXTRACT_MODEL
invoice122.html,price,340.92,340.92,TP,EXTRACT_MODEL
invoice122.html,price,465.28,465.28,TP,EXTRACT_MODEL
invoice122.html,supplier_name,Hamill-Hamill,Hamill-Hamill,TP,EXTRACT_MODEL
invoice122.html,invoice_number,4276804949,4276804949,TP,EXTRACT_MODEL
invoice122.html,email,tobin.wisoky@yahoo.com,tobin.wisoky@yahoo.com,TP,EXTRACT_MODEL
invoice122.html,invoice_date,08/08/1981,"August 08, 1981","FP,FN",FAIL_MODEL
invoice124.html,product,Intelligent Wooden Plate,Intelligent Wooden Plate,TP,EXTRACT_MODEL
invoice124.html,product,Heavy Duty Linen Car,Heavy Duty Linen Car,TP,EXTRACT_MODEL
invoice124.html,product,Rustic Paper Gloves,Rustic Paper Gloves,TP,EXTRACT_MODEL
invoice124.html,quantity,42.00,42.00,TP,EXTRACT_RULES
invoice124.html,quantity,29.00,29.00,TP,EXTRACT_RULES
invoice124.html,quantity,51.00,51.00,TP,EXTRACT_RULES
invoice124.html,total_amount,29816.12,29816.12,TP,EXTRACT_RULES
invoice124.html,price,203.50,203.50,TP,EXTRACT_MODEL
invoice124.html,price,19.87,19.87,TP,EXTRACT_MODEL
invoice124.html,price,426.95,426.95,TP,EXTRACT_MODEL
invoice124.html,supplier_name,Kerluke-Kerluke,Kerluke-Kerluke,TP,EXTRACT_MODEL
invoice124.html,invoice_number,9082247308,9082247308,TP,EXTRACT_MODEL
invoice124.html,email,dorthy.gerhold@gmail.com,dorthy.gerhold@gmail.com,TP,EXTRACT_MODEL
invoice124.html,invoice_date,08/28/2009,"August 28, 2009","FP,FN",FAIL_MODEL
invoice126.html,product,Aerodynamic Leather Shirt,Aerodynamic Leather Shirt,TP,EXTRACT_MODEL
invoice126.html,product,Heavy Duty Plastic Car,Heavy Duty Plastic Car,TP,EXTRACT_MODEL
invoice126.html,product,Ergonomic Bronze Shoes,Ergonomic Bronze Shoes,TP,EXTRACT_MODEL
invoice126.html,product,Intelligent Rubber Chair,Intelligent Rubber Chair,TP,EXTRACT_MODEL
invoice126.html,product,Mediocre Wool Clock,Mediocre Wool Clock,TP,EXTRACT_MODEL
invoice126.html,quantity,32.00,32.00,TP,EXTRACT_RULES
invoice126.html,quantity,22.00,22.00,TP,EXTRACT_RULES
invoice126.html,quantity,40.00,40.00,TP,EXTRACT_RULES
invoice126.html,quantity,27.00,27.00,TP,EXTRACT_RULES
invoice126.html,quantity,21.00,21.00,TP,EXTRACT_RULES
invoice126.html,total_amount,33647.53,33647.53,TP,EXTRACT_RULES
invoice126.html,price,190.46,190.46,TP,EXTRACT_MODEL
invoice126.html,price,285.69,285.69,TP,EXTRACT_MODEL
invoice126.html,price,18.76,18.76,TP,EXTRACT_MODEL
invoice126.html,price,267.42,267.42,TP,EXTRACT_MODEL
invoice126.html,price,133.95,133.95,TP,EXTRACT_MODEL
invoice126.html,supplier_name,Smith and Sons,Smith and Sons,TP,EXTRACT_MODEL
invoice126.html,invoice_number,6277876898,6277876898,TP,EXTRACT_MODEL
invoice126.html,email,nona.von@yahoo.com,nona.von@yahoo.com,TP,EXTRACT_MODEL
invoice126.html,invoice_date,12/01/1970,"December 01, 1970","FP,FN",FAIL_MODEL
invoice128.html,product,Ergonomic Rubber Lamp,Ergonomic Rubber Lamp,TP,EXTRACT_MODEL
invoice128.html,product,Incredible Marble Hat,Incredible Marble Hat,TP,EXTRACT_MODEL
invoice128.html,product,Synergistic Bronze Gloves,Synergistic Bronze Gloves,TP,EXTRACT_MODEL
invoice128.html,product,Lightweight Marble Gloves,Lightweight Marble Gloves,TP,EXTRACT_MODEL
invoice128.html,product,Heavy Duty Aluminum Plate,Heavy Duty Aluminum Plate,TP,EXTRACT_MODEL
invoice128.html,product,Gorgeous Rubber Keyboard,Gorgeous Rubber Keyboard,TP,EXTRACT_MODEL
invoice128.html,product,Intelligent Linen Pants,Intelligent Linen Pants,TP,EXTRACT_MODEL
invoice128.html,product,Ergonomic Bronze Knife,Ergonomic Bronze Knife,TP,EXTRACT_MODEL
invoice128.html,quantity,32.00,32.00,TP,EXTRACT_RULES
invoice128.html,quantity,29.00,29.00,TP,EXTRACT_RULES
invoice128.html,quantity,49.00,49.00,TP,EXTRACT_RULES
invoice128.html,quantity,12.00,12.00,TP,EXTRACT_RULES
invoice128.html,quantity,24.00,24.00,TP,EXTRACT_RULES
invoice128.html,quantity,8.00,8.00,TP,EXTRACT_RULES
invoice128.html,quantity,48.00,48.00,TP,EXTRACT_RULES
invoice128.html,quantity,11.00,11.00,TP,EXTRACT_RULES
invoice128.html,total_amount,38816.89,38816.89,TP,EXTRACT_RULES
invoice128.html,price,257.42,257.42,TP,EXTRACT_MODEL
invoice128.html,price,50.93,50.93,TP,EXTRACT_MODEL
invoice128.html,price,224.65,224.65,TP,EXTRACT_MODEL
invoice128.html,price,138.06,138.06,TP,EXTRACT_MODEL
invoice128.html,price,97.71,97.71,TP,EXTRACT_MODEL
invoice128.html,price,300.97,300.97,TP,EXTRACT_MODEL
invoice128.html,price,220.51,220.51,TP,EXTRACT_MODEL
invoice128.html,price,139.74,139.74,TP,EXTRACT_MODEL
invoice128.html,supplier_name,Collins Group,Collins Group,TP,EXTRACT_MODEL
invoice128.html,invoice_number,8225345211,8225345211,TP,EXTRACT_MODEL
invoice128.html,email,davin.turcotte@hotmail.com,davin.turcotte@hotmail.com,TP,EXTRACT_MODEL
invoice128.html,invoice_date,11/10/1974,"November 10, 1974","FP,FN",FAIL_MODEL
invoice129.html,product,Aerodynamic Concrete Keyboard,Aerodynamic Concrete Keyboard,TP,EXTRACT_MODEL
invoice129.html,product,Incredible Paper Keyboard,Incredible Paper Keyboard,TP,EXTRACT_MODEL
invoice129.html,product,Synergistic Silk Bench,Synergistic Silk Bench,TP,EXTRACT_MODEL
invoice129.html,quantity,25.00,25.00,TP,EXTRACT_RULES
invoice129.html,quantity,47.00,47.00,TP,EXTRACT_RULES
invoice129.html,quantity,48.00,48.00,TP,EXTRACT_RULES
invoice129.html,total_amount,36405.77,36405.77,TP,EXTRACT_RULES
invoice129.html,price,201.16,201.16,TP,EXTRACT_MODEL
invoice129.html,price,369.44,369.44,TP,EXTRACT_MODEL
invoice129.html,price,126.02,126.02,TP,EXTRACT_MODEL
invoice129.html,supplier_name,Gaylord-Gaylord,Gaylord-Gaylord,TP,EXTRACT_MODEL
invoice129.html,invoice_number,8351143895,8351143895,TP,EXTRACT_MODEL
invoice129.html,email,herminio.moen@gmail.com,herminio.moen@gmail.com,TP,EXTRACT_MODEL
invoice129.html,invoice_date,07/19/2007,"July 19, 2007","FP,FN",FAIL_MODEL
invoice135.html,product,Durable Steel Bag,Durable Steel Bag,TP,EXTRACT_MODEL
invoice135.html,product,Small Silk Shoes,Small Silk Shoes,TP,EXTRACT_MODEL
invoice135.html,product,Mediocre Plastic Coat,Mediocre Plastic Coat,TP,EXTRACT_MODEL
invoice135.html,product,Awesome Granite Keyboard,Awesome Granite Keyboard,TP,EXTRACT_MODEL
invoice135.html,product,Synergistic Bronze Computer,Synergistic Bronze Computer,TP,EXTRACT_MODEL
invoice135.html,product,Lightweight Plastic Wallet,Lightweight Plastic Wallet,TP,EXTRACT_MODEL
invoice135.html,product,Heavy Duty Wooden Shoes,Heavy Duty Wooden Shoes,TP,EXTRACT_MODEL
invoice135.html,product,Aerodynamic Granite Bottle,Aerodynamic Granite Bottle,TP,EXTRACT_MODEL
invoice135.html,quantity,14.00,14.00,TP,EXTRACT_RULES
invoice135.html,quantity,4.00,4.00,TP,EXTRACT_RULES
invoice135.html,quantity,38.00,38.00,TP,EXTRACT_RULES
invoice135.html,quantity,13.00,13.00,TP,EXTRACT_RULES
invoice135.html,quantity,8.00,8.00,TP,EXTRACT_RULES
invoice135.html,quantity,33.00,33.00,TP,EXTRACT_RULES
invoice135.html,quantity,8.00,8.00,TP,EXTRACT_RULES
invoice135.html,quantity,29.00,29.00,TP,EXTRACT_RULES
invoice135.html,total_amount,41753.40,41753.40,TP,EXTRACT_RULES
invoice135.html,price,165.75,165.75,TP,EXTRACT_MODEL
invoice135.html,price,426.72,426.72,TP,EXTRACT_MODEL
invoice135.html,price,20.08,20.08,TP,EXTRACT_MODEL
invoice135.html,price,61.39,61.39,TP,EXTRACT_MODEL
invoice135.html,price,31.78,31.78,TP,EXTRACT_MODEL
invoice135.html,price,174.82,174.82,TP,EXTRACT_MODEL
invoice135.html,price,494.67,494.67,TP,EXTRACT_MODEL
invoice135.html,price,474.06,474.06,TP,EXTRACT_MODEL
invoice135.html,supplier_name,Daniel-Daniel,Daniel-Daniel,TP,EXTRACT_MODEL
invoice135.html,invoice_number,0462457393,0462457393,TP,EXTRACT_MODEL
invoice135.html,email,adriel.pouros@yahoo.com,adriel.pouros@yahoo.com,TP,EXTRACT_MODEL
invoice135.html,invoice_date,11/05/1987,"November 05, 1987","FP,FN",FAIL_MODEL
invoice138.html,product,Durable Copper Chair,Durable Copper Chair,TP,EXTRACT_MODEL
invoice138.html,product,Sleek Wooden Lamp,Sleek Wooden Lamp,TP,EXTRACT_MODEL
invoice138.html,product,Heavy Duty Wool Hat,Heavy Duty Wool Hat,TP,EXTRACT_MODEL
invoice138.html,product,Intelligent Rubber Coat,Intelligent Rubber Coat,TP,EXTRACT_MODEL
invoice138.html,product,Lightweight Leather Pants,Lightweight Leather Pants,TP,EXTRACT_MODEL
invoice138.html,quantity,25.00,25.00,TP,EXTRACT_RULES
invoice138.html,quantity,30.00,30.00,TP,EXTRACT_RULES
invoice138.html,quantity,32.00,32.00,TP,EXTRACT_RULES
invoice138.html,quantity,12.00,12.00,TP,EXTRACT_RULES
invoice138.html,quantity,39.00,39.00,TP,EXTRACT_RULES
invoice138.html,total_amount,51546.34,51546.34,TP,EXTRACT_RULES
invoice138.html,price,489.14,489.14,TP,EXTRACT_MODEL
invoice138.html,price,386.72,386.72,TP,EXTRACT_MODEL
invoice138.html,price,118.14,118.14,TP,EXTRACT_MODEL
invoice138.html,price,246.09,246.09,TP,EXTRACT_MODEL
invoice138.html,price,333.82,333.82,TP,EXTRACT_MODEL
invoice138.html,supplier_name,Upton-Upton,Upton-Upton,TP,EXTRACT_MODEL
invoice138.html,invoice_number,0745199249,0745199249,TP,EXTRACT_MODEL
invoice138.html,email,edwina.sauer@hotmail.com,edwina.sauer@hotmail.com,TP,EXTRACT_MODEL
invoice138.html,invoice_date,09/27/2011,"September 27, 2011","FP,FN",FAIL_MODEL
invoice14.html,product,Small Copper Gloves,Small Copper Gloves,TP,EXTRACT_MODEL
invoice14.html,product,Synergistic Plastic Gloves,Synergistic Plastic Gloves,TP,EXTRACT_MODEL
invoice14.html,quantity,15.00,15.00,TP,EXTRACT_RULES
invoice14.html,quantity,1.00,1.00,TP,EXTRACT_RULES
invoice14.html,total_amount,1127.23,1127.23,TP,EXTRACT_RULES
invoice14.html,price,313.86,313.86,TP,EXTRACT_MODEL
invoice14.html,price,41.70,41.70,TP,EXTRACT_MODEL
invoice14.html,supplier_name,Bergnaum-Bergnaum,Bergnaum-Bergnaum,TP,EXTRACT_MODEL
invoice14.html,invoice_number,6809466842,6809466842,TP,EXTRACT_MODEL
invoice14.html,email,austen.kling@yahoo.com,austen.kling@yahoo.com,TP,EXTRACT_MODEL
invoice14.html,invoice_date,01/04/1991,"January 04, 1991","FP,FN",FAIL_MODEL
invoice141.html,product,Durable Rubber Bottle,Durable Rubber Bottle,TP,EXTRACT_MODEL
invoice141.html,product,Small Iron Wallet,Small Iron Wallet,TP,EXTRACT_MODEL
invoice141.html,quantity,20.00,20.00,TP,EXTRACT_RULES
invoice141.html,quantity,31.00,31.00,TP,EXTRACT_RULES
invoice141.html,total_amount,7795.67,7795.67,TP,EXTRACT_RULES
invoice141.html,price,45.89,45.89,TP,EXTRACT_MODEL
invoice141.html,price,253.69,253.69,TP,EXTRACT_MODEL
invoice141.html,supplier_name,Wilderman-Wilderman,Wilderman-Wilderman,TP,EXTRACT_MODEL
invoice141.html,invoice_number,1772306775,1772306775,TP,EXTRACT_MODEL
invoice141.html,email,monica.romaguera@yahoo.com,monica.romaguera@yahoo.com,TP,EXTRACT_MODEL
invoice141.html,invoice_date,10/05/2017,"October 05, 2017","FP,FN",FAIL_MODEL
invoice144.html,product,Mediocre Steel Shirt,Mediocre Steel Shirt,TP,EXTRACT_MODEL
invoice144.html,product,Aerodynamic Linen Table,Aerodynamic Linen Table,TP,EXTRACT_MODEL
invoice144.html,product,Practical Leather Hat,Practical Leather Hat,TP,EXTRACT_MODEL
invoice144.html,product,Durable Concrete Keyboard,Durable Concrete Keyboard,TP,EXTRACT_MODEL
invoice144.html,quantity,32.00,32.00,TP,EXTRACT_RULES
invoice144.html,quantity,44.00,44.00,TP,EXTRACT_RULES
invoice144.html,quantity,26.00,26.00,TP,EXTRACT_RULES
invoice144.html,quantity,10.00,10.00,TP,EXTRACT_RULES
invoice144.html,total_amount,28789.54,28789.54,TP,EXTRACT_RULES
invoice144.html,price,460.33,460.33,TP,EXTRACT_MODEL
invoice144.html,price,194.75,194.75,TP,EXTRACT_MODEL
invoice144.html,price,110.81,110.81,TP,EXTRACT_MODEL
invoice144.html,price,73.30,73.30,TP,EXTRACT_MODEL
invoice144.html,supplier_name,"Davis, Davis and Davis","Davis, Davis and Davis",TP,EXTRACT_MODEL
invoice144.html,invoice_number,4949499204,4949499204,TP,EXTRACT_MODEL
invoice144.html,email,ephraim.leuschke@yahoo.com,ephraim.leuschke@yahoo.com,TP,EXTRACT_MODEL
invoice144.html,invoice_date,02/18/1992,"February 18, 1992","FP,FN",FAIL_MODEL
invoice149.html,product,Small Marble Coat,Small Marble Coat,TP,EXTRACT_MODEL
invoice149.html,product,Mediocre Marble Clock,Mediocre Marble Clock,TP,EXTRACT_MODEL
invoice149.html,product,Fantastic Linen Computer,Fantastic Linen Computer,TP,EXTRACT_MODEL
invoice149.html,quantity,30.00,30.00,TP,EXTRACT_RULES
invoice149.html,quantity,53.00,53.00,TP,EXTRACT_RULES
invoice149.html,quantity,44.00,44.00,TP,EXTRACT_RULES
invoice149.html,total_amount,7242.88,7242.88,TP,EXTRACT_RULES
invoice149.html,price,12.86,12.86,TP,EXTRACT_MODEL
invoice149.html,price,33.67,33.67,TP,EXTRACT_MODEL
invoice149.html,price,78.65,78.65,TP,EXTRACT_MODEL
invoice149.html,supplier_name,"Sauer, Sauer and Sauer","Sauer, Sauer and Sauer",TP,EXTRACT_MODEL
invoice149.html,invoice_number,6340372376,6340372376,TP,EXTRACT_MODEL
invoice149.html,email,elenora.schultz@gmail.com,elenora.schultz@gmail.com,TP,EXTRACT_MODEL
invoice149.html,invoice_date,08/10/1983,"August 10, 1983","FP,FN",FAIL_MODEL
invoice151.html,product,Sleek Plastic Computer,Sleek Plastic Computer,TP,EXTRACT_MODEL
invoice151.html,product,Aerodynamic Rubber Clock,Aerodynamic Rubber Clock,TP,EXTRACT_MODEL
invoice151.html,product,Lightweight Paper Keyboard,Lightweight Paper Keyboard,TP,EXTRACT_MODEL
invoice151.html,product,Practical Bronze Bench,Practical Bronze Bench,TP,EXTRACT_MODEL
invoice151.html,product,Small Aluminum Pants,Small Aluminum Pants,TP,EXTRACT_MODEL
invoice151.html,product,Gorgeous Concrete Shirt,Gorgeous Concrete Shirt,TP,EXTRACT_MODEL
invoice151.html,quantity,15.00,15.00,TP,EXTRACT_RULES
invoice151.html,quantity,41.00,41.00,TP,EXTRACT_RULES
invoice151.html,quantity,35.00,35.00,TP,EXTRACT_RULES
invoice151.html,quantity,2.00,2.00,TP,EXTRACT_RULES
invoice151.html,quantity,42.00,42.00,TP,EXTRACT_RULES
invoice151.html,quantity,11.00,11.00,TP,EXTRACT_RULES
invoice151.html,total_amount,50521.94,50521.94,TP,EXTRACT_RULES
invoice151.html,price,457.98,457.98,TP,EXTRACT_MODEL
invoice151.html,price,10.35,10.35,TP,EXTRACT_MODEL
invoice151.html,price,27.59,27.59,TP,EXTRACT_MODEL
invoice151.html,price,452.69,452.69,TP,EXTRACT_MODEL
invoice151.html,price,145.91,145.91,TP,EXTRACT_MODEL
invoice151.html,price,395.83,395.83,TP,EXTRACT_MODEL
invoice151.html,supplier_name,Fadel Group,Fadel Group,TP,EXTRACT_MODEL
invoice151.html,invoice_number,9765058358,9765058358,TP,EXTRACT_MODEL
invoice151.html,email,aylin.hahn@hotmail.com,aylin.hahn@hotmail.com,TP,EXTRACT_MODEL
invoice151.html,invoice_date,05/29/2004,"May 29, 2004","FP,FN",FAIL_MODEL
invoice155.html,product,Practical Wooden Plate,Practical Wooden Plate,TP,EXTRACT_MODEL
invoice155.html,product,Durable Iron Clock,Durable Iron Clock,TP,EXTRACT_MODEL
